observation_date,exchange,ticker_symbol,pct_change_prev_close,cumulative_volume,day_percent_change,max_day_percent_change
3/5/19,XNAS,CERC,-20.2,346439,-20.08797654,0.73313783
3/5/19,XNYS,XXII,-26.8,9038204,-26.80851064,0
3/5/19,XNYS,BNED,-32.2,1981289,-22.7953411,0.332778702
3/5/19,XNYS,REV,-21,1181403,-21.00938967,0.938967136
3/6/19,XNAS,YRIV,-20.3,14111587,-24.08039937,1.156069364
3/6/19,XNAS,SSLJ,-26,6910951,-43.76923077,9.401709402
3/7/19,XNAS,EVLV,-24.7,1883841,-21.14285714,2.380952381
3/8/19,XNYS,FGP,-30.6,2602040,-26.82926829,0.609756098
3/8/19,XNAS,CIFS,-28.5,3613328,-20.5,3.75
3/8/19,XNYS,DGSE,-25,475950,-22.39655172,3.448275862
3/8/19,XNAS,ALT,-36.6,7264051,-20.66115703,3.305785124
3/8/19,XNAS,BPTH,-46,5339954,-37.96159527,5.937961595
3/8/19,XNAS,DFFN,-28.6,1833547,-52.24450812,5.062082139
3/8/19,XNYS,SNMP,-22.1,183288,-22.62773723,0
3/11/19,XNAS,THST,-24.9,126753,-21.97802198,0
3/12/19,XNYS,VHI,-30.5,1460853,-24.25,0
3/13/19,XNAS,ICON,-25.3,12041045,-28.66834171,10.55276382
3/13/19,XNAS,INSY,-25.2,4068395,-25.43859649,1.578947368
3/14/19,XNAS,FTD,-22.7,1376802,-21.25,0.625
3/14/19,XNAS,CHFS,-21.6,1381199,-21.57303371,2.471910112
3/14/19,XNAS,LGCY,-58.1,7565922,-34.60674157,21.34831461
3/14/19,XNYS,PIR,-29.1,17288753,-29.09090909,1.818181818
3/14/19,XNYS,LTN U,-31.2,,-20.37037037,0
3/15/19,XNAS,ATOS,-50.4,21579042,-34.51492537,5.223880597
3/15/19,XNAS,ICON,-20.8,1224257,-20.15810277,0.395256917
3/15/19,XNAS,BIOS,-20.3,15487704,-26.25994695,0
3/15/19,XNYS,CLD,-53,35312384,-45,12.19512195
3/15/19,XNYS,DPW,-57.7,4712767,-45.38461539,15.38461539
3/18/19,XNAS,ENT,-27.4,1173229,-26.55367232,1.694915254
3/19/19,XNAS,AREX,-29.2,1586395,-27.13333333,0
3/21/19,XNAS,AREX,-30.2,2801294,-30.10752688,0.01344086
3/21/19,XNYS,CVRS,-22.7,7121755,-23.0125523,3.765690377
3/22/19,XNAS,LXRX,-21.9,3482386,-21.6182048,1.643489254
3/25/19,XNAS,NCTY,-20.2,13361950,-47.51958225,0
3/25/19,XNAS,PTI,-67.8,28310738,-33.83838384,0
3/26/19,XNYS,ZOM,-43.8,1284922,-20,2.45
3/27/19,XNAS,ENT,-21.9,6065747,-22.61361166,0.021743857
3/27/19,XNAS,PHUN,-51.3,1143598,-49.25373134,0
3/28/19,XNAS,IMAC,-30.8,257692,-24.80620155,0
3/28/19,XNAS,RBZ,-48.9,1167809,-24.72382956,24.82903735
3/28/19,XNAS,OSMT,-40.7,638116,-25.8812616,0
3/28/19,XNYS,ARA,-38,3077545,-20.07978723,0
3/29/19,XNAS,DCAR,-33.2,4096550,-35.0877193,1.535087719
3/29/19,XNAS,NDRA,-41.5,2322051,-22.42990654,4.64953271
3/29/19,XNYS,HOV,-20.2,440872,-20.67968185,0
3/29/19,XNYS,BW,-22.3,2257922,-25.23636364,0
4/2/19,XNAS,FVE,-38,955312,-42.40384615,0
4/2/19,XNAS,MARK,-24.2,1150739,-22.63157895,0
4/2/19,XNAS,CYCN,-36.6,,-25.76844262,7.581967213
4/3/19,XNAS,SGBX,-28,125869,-26.74418605,1.744186047
4/3/19,XNAS,PHUN,-60.6,2911058,-61.85210781,10.22805805
4/3/19,XNAS,OBLN,-61.9,2530155,-60.24822695,0
4/3/19,XNAS,PULM,-22.8,2495942,-22.77227723,1.737623762
4/3/19,XNAS,RUHN,-37.2,7910987,-31.73913044,5.565217391
4/4/19,XNAS,TWMC,-20.2,174731,-20.69047619,1.261904762
4/4/19,XNYS,BW,-24.8,15623128,-24.7,2.433333333
4/8/19,XNAS,OTLK,-21.8,236259,-20.06688963,2.006688963
4/8/19,XNAS,VXRT,-21.6,1533137,-22.39583333,0.520833333
4/8/19,XNAS,VIVE,-27.5,1748920,-27.5,5
4/9/19,XNAS,OTLK,-34.1,640238,-30.92105263,2.098684211
4/11/19,XNAS,PETZ,-22.8,1243046,-31.15942029,10.14492754
4/11/19,XNAS,AMRS,-22.9,7555024,-20.16574586,1.38121547
4/11/19,XNAS,LEDS,-20.9,591072,-22.41758242,0.217582418
4/11/19,XNAS,FAMI,-36.1,1821773,-35.38011696,0
4/11/19,XNAS,CJJD,-43.7,2311590,-30.4,0
4/15/19,XNAS,CNAT,-34.4,5692398,-33.87603306,0
4/15/19,XNAS,AKAO,-68.5,34888178,-29.73826715,48.91696751
4/16/19,XNAS,IMUX,-32.4,359584,-25.90909091,3.011818182
4/16/19,XNAS,UXIN,-36.1,50115636,-36.68831169,6.168831169
4/17/19,XNAS,TIGR,-27.6,7531872,-29.2,0.877777778
4/18/19,XNAS,KONA,-44.4,1818268,-43.71482176,6.772983114
4/22/19,XNAS,NVUS,-30,306148,-27.91262136,0
4/23/19,XNAS,WWR,-24.7,310488,-22.2826087,2.717391304
4/23/19,XNYS,EMES,-77.4,8403807,-34.12068966,3.448275862
4/24/19,XNAS,MOXC,-35.6,1084904,-35.6097561,0
4/25/19,XNAS,RAVE,-23,150959,-21.91780822,12.32876712
4/26/19,XNAS,PRPO,-31.7,36111567,-31.91489362,1.638297872
4/26/19,XNYS,BPMX,-23.6,1555337,-20.34883721,0
4/30/19,XNAS,KXIN,-42.8,507803,-39.87951807,0
4/30/19,XNAS,AFH,-21,2342241,-20.98765432,0.617283951
5/1/19,XNAS,KXIN,-43.7,708906,-23.01369863,0
5/1/19,XNYS,EMES,-22.3,3408849,-23.78661088,0
5/1/19,XNAS,PLSE,-28.8,507141,-23.54124749,1.475519785
5/1/19,XNAS,AFH,-22.7,4881407,-23.84615385,0
5/1/19,XNYS,WFT,-22.5,48784503,-23.42857143,0.553571429
5/2/19,XNAS,VTGN,-46.7,4995455,-23.79591837,4.761904762
5/2/19,XNAS,TAIT,-20.2,2043101,-20.17391304,27.82608696
5/3/19,XNAS,GHSI,-24.1,146597,-24.41314554,0.9342723
5/3/19,XNAS,HBIO,-21.9,996544,-20.38043478,0
5/7/19,XNYS,NBY,-21.6,186800,-21.80672269,0.31512605
5/8/19,XNAS,CPRX,-24.4,11623404,-24.3902439,0.54200542
5/8/19,XNAS,EQ,-21.1,105702,-22.25063939,2.685421995
5/8/19,XNYS,FELP,-28.6,498165,-23.10769231,0
5/9/19,XNYS,RYAM PR A,-27.3,324365,-23.55926827,0
5/9/19,XNAS,AEMD,-22.7,457959,-22.73597811,2.599179207
5/9/19,XNAS,FCEL,-33.3,2696852,-22.27488152,4.265402844
5/9/19,XNYS,NBY,-33.7,568296,-36.66666667,0
5/9/19,XNYS,RYAM,-33.7,6079907,-24.79674797,2.032520325
5/9/19,XNYS,TEN,-37.5,8048081,-25.72271386,0
5/9/19,XNAS,WKHS,-22.6,38366363,-29.55326461,12.37113402
5/10/19,XNAS,QRTEA,-27.1,19413146,-21.42857143,0
5/10/19,XNAS,LPTH,-25.8,422905,-22.75862069,0
5/10/19,XNYS,HK,-48.9,31000827,-29.20454546,25.90909091
5/10/19,XNYS,NBY,-26.3,255121,-30,0.815
5/10/19,XNAS,CRTX,-27.5,,-27.6969697,1.515151515
5/13/19,XNAS,TRNX,-22.6,2839788,-21.35472371,1.604278075
5/13/19,XNAS,INSY,-73.6,9296762,-26.91538462,10.76923077
5/13/19,XNYS,STON,-28.1,242677,-27.84615385,0
5/13/19,XNYS,HK,-53.5,50200798,-52.38095238,1.477832512
5/13/19,XNYS,NBY,-31,498311,-42.46031746,0
5/13/19,XNYS,HLTH,-25,4179117,-23.52941177,1.470588235
5/14/19,XNAS,FTEK,-35.1,1139567,-21.46341463,0
5/14/19,XNAS,DGLY,-24.2,1583861,-22.71714922,0
5/14/19,XNYS,INUV,-37.9,2117918,-34.94285714,0
5/14/19,XNAS,ACUR,-21.7,,-21.73913044,0
5/15/19,XNAS,ECOR,-29.6,595677,-25.74257426,0.396039604
5/15/19,XNAS,EVFM,-24.1,293159,-20.24922118,0
5/15/19,XNYS,CHRA,-39.9,1487123,-39.30722892,0
5/16/19,XNAS,SOLY,-31.5,1027958,-31.49905123,2.632827324
5/16/19,XNAS,WKHS,-23,5741976,-22.56410256,0
5/16/19,XNAS,VISL,-27.2,140099,-20.57416268,3.822966507
5/16/19,XNAS,XYN,-24.8,,-24.75,3.125
5/17/19,XNAS,PETZ,-21.1,251618,-20.62989502,8.298616897
5/17/19,XNYS,XRF,-37.4,642699,-29.27586207,3.448275862
5/17/19,XNAS,JFIN,-37.7,1633945,-30.71794872,1.230769231
5/17/19,XNYS,AGE,-23.2,395683,-23.25,0
5/20/19,XNAS,AMR,-25.1,9370254,-22.41176471,41.17647059
5/20/19,XNYS,CANF,-36.7,7804095,-53.75886525,25.90780142
5/21/19,XNAS,NVLN,-26.6,1063694,-27.25833333,3.941666667
5/22/19,XNAS,VLRX,-26.3,6010404,-46.01941748,0.970873786
5/22/19,XNAS,TOCA,-38.7,3295173,-22.27011494,0
5/22/19,XNAS,GENE,-33.3,1865263,-30.6122449,2.040816327
5/22/19,XNYS,PES,-23.4,2811769,-24.90540541,1.297297297
5/22/19,XNYS,LLEX,-20.6,890990,-25.10526316,0
5/23/19,XNAS,PRTO,-33.3,5288581,-20.15355086,9.404990403
5/23/19,XNYS,PES,-25.3,3973265,-25.89285714,2.857142857
5/24/19,XNAS,TRPX,-24.2,121027,-23.78048781,0
5/24/19,XNAS,MYT,-52.5,1968443,-25.16556291,1.324503311
5/28/19,XNYS,EMES,-26.7,2716192,-25.82602832,0
5/29/19,XNYS,EVH,-29.3,8754063,-28.7037037,0
5/29/19,XNYS,AAMC,-30.7,134176,-31.4835015,0.109567961
5/30/19,XNAS,DEST,-22.3,155728,-24.41376027,1.023687656
6/3/19,XNAS,PT,-26.2,117153,-25.2631579,0
6/3/19,XNAS,ADRO,-40.3,1872513,-33.33333333,3.092783505
6/3/19,XNAS,SBOT,-27.2,3562944,-25.65445026,0
6/3/19,XNAS,MLAB,-25.7,173222,-25.66836346,0
6/3/19,XNAS,CTRV,-25.2,447245,-24.62987887,16.82368775
6/3/19,XNAS,SRRA,-23.9,3329241,-28.92561984,0
6/3/19,XNYS,NBY,-28.3,1370443,-22.68170426,0
6/4/19,XNAS,ATIS,-25.6,1069876,-35.86206897,0.344827586
6/4/19,XNAS,LGCY,-43.2,40838179,-49.83333333,19.25
6/5/19,XNAS,LGCY,-25.2,8872018,-25,0
6/5/19,XNAS,IFRX,-91.8,34665435,-28,12.23529412
6/5/19,XNAS,FCEL,-33.3,4684252,-32.17391304,1.739130435
6/6/19,XNYS,HOME,-57.2,44032136,-24.5472837,5.331991952
6/6/19,XNAS,TUSK,-35.9,3704524,-35.61643836,0.842992624
6/6/19,XNYS,PLM RT,-89.2,873741,-86.5448505,0
6/6/19,XNYS,SDT,-37.9,1832398,-22.85714286,14.28571429
6/6/19,XNYS,SDR,-38.4,2743547,-30.13333333,0
6/6/19,XNAS,BNTC,-34.2,102505,-25.71428571,2.857142857
6/6/19,XNAS,DXYN,-27.9,1383533,-30.28333333,0.5
6/6/19,XNAS,KIRK,-50.4,3132206,-30.92105263,9.210526316
6/6/19,XNAS,NAKD,-22.9,1545155,-29,4.87804878
6/6/19,XNAS,RWLK,-29.1,4016608,-25.10699001,2.413694722
6/6/19,XNYS,HZN,-20.3,327328,-20.71428571,1.19047619
6/7/19,XNYS,PLM RT,-93.1,1364213,-25.71428571,42.85714286
6/7/19,XNYS,BORN,-38.4,416310,-35.71428571,0.307142857
6/7/19,XNAS,AXGT,-21.3,1437303,-21.40350877,0
6/7/19,XNAS,YVR,-26.2,158765,-25.90909091,5.454545455
6/7/19,XNAS,TEUM,-24.3,26444740,-23.89380531,11.0619469
6/10/19,XNAS,IFMK,-25.7,1861992,-27.69230769,72.30769231
6/10/19,XNAS,FCEL,-24.8,3524890,-20.65454546,0
6/10/19,XNYS,PLM RT,-96.8,1831802,-65.71428571,5.714285714
6/11/19,XNAS,INSY,-77.7,18629561,-75.51724138,8.620689655
6/11/19,XNAS,EDSA,-21.2,116390,-20.38834952,0
6/11/19,XNAS,TXMD,-20.9,18932789,-20.40133779,1.337792642
6/11/19,XNAS,LGCY,-58.3,54404479,-24.98274672,0.069013112
6/11/19,XNYS,NBY,-31.9,31139376,-47.77227723,0
6/12/19,XNAS,JAGX,-23.3,1010565,-20.6122449,0
6/12/19,XNYS,PLM RT,-97.5,1297780,-54.76190476,64.28571429
6/13/19,XNAS,DEST,-35,1023562,-33.33333333,4.803418803
6/13/19,XNYS,SSN,-31.6,,-38.53853854,0
6/17/19,XNAS,TC,-28,181974,-31.29032258,1.935483871
6/17/19,XNAS,TLGT,-21.7,1063472,-23.17857143,0.910714286
6/17/19,XNAS,VBIV,-65.6,22914795,-23.25855962,9.799291617
6/17/19,XNAS,PRPO,-21.1,1114864,-20.2970297,7.319306931
6/18/19,XNAS,AIHS,-42.2,464952,-40.80717489,0.896860987
6/18/19,XNYS,PLM RT,-99.7,3437751,-90,40
6/19/19,XNYS,PLM RT,-99.9,930863,-66.66666667,0
6/19/19,XNAS,FCEL,-24.7,9247950,-25.9399684,1.105845182
6/19/19,XNAS,PECK,-45.7,106366,-45.67567568,0
6/20/19,XNAS,ESTR,-27.9,490037,-25.625,0
6/20/19,XNAS,PT,-31.7,311585,-30.86419753,3.950617284
6/20/19,XNAS,LGCY,-32.7,48247340,-33.41677096,6.257822278
6/20/19,XNAS,KERN,-26.6,3811584,-43.76923077,11.76923077
6/21/19,XNAS,PECK,-38.2,323963,-26.73267327,16.17161716
6/24/19,XNAS,PECK,-40.5,307365,-27.47252747,17.14285714
6/24/19,XNAS,TRNX,-25.4,6103451,-25.39208365,0.821508588
6/24/19,XNYS,PIR,-32.2,995584,-27.54716981,0
6/25/19,XNAS,ACER,-78.6,5490955,-22.84644195,0
6/26/19,XNYS,RCUS,-23,402953,-20.76086957,0
6/26/19,XNYS,GSAT,-20.3,5398164,-20.51282051,0
6/26/19,XNYS,EROS,-22.5,4613918,-21.75925926,0.925925926
6/26/19,XNYS,OCX,-36.8,2867246,-23.86706949,5.438066465
6/27/19,XNAS,ACRS,-52.1,7967616,-26.04166667,4.166666667
6/27/19,XNAS,NURO,-22.5,354469,-21.56862745,5.882352941
6/27/19,XNAS,NAKD,-32.1,6510774,-31.65638348,6.02752729
6/28/19,XNAS,YGTY,-25.6,126338,-24.72619048,13.0952381
6/28/19,XNAS,OASM,-23.8,104485,-20.234375,0
7/2/19,XNAS,PUYI,-28.1,2387879,-25.55720654,0
7/5/19,XNAS,SXTC,-22.1,360128,-21.6957606,1.331670823
7/8/19,XNAS,CELGZ,-24.2,182365,-24.24242424,0
7/8/19,XNYS,CEI,-31,2332759,-21.92307692,4.230769231
7/8/19,XNAS,PETZ,-24.4,130449,-24.35897436,0.487179487
7/9/19,XNAS,TRNX,-28.5,42354894,-22.2,0.12
7/9/19,XNYS,ENIA RT,-92.4,3306534,-89,0
7/10/19,XNYS,CEI,-41.8,7369938,-29.26829268,5.040650407
7/11/19,XNAS,VISL,-56.1,8907792,-47.52186589,0.29154519
7/11/19,XNAS,IFMK,-21.5,332884,-22.4137931,3.448275862
7/12/19,XNYS,UUUU,-36.5,20462103,-37.13355049,0.325732899
7/12/19,XNYS,URG,-33.9,13327363,-36.59793814,0
7/12/19,XNYS,UEC,-25.7,15813201,-25.69444444,0.694444444
7/12/19,XNAS,HEBT,-20.4,350430,-20.44198895,0
7/12/19,XNYS,CVM,-20.6,1558678,-20.42440318,2.120689655
7/15/19,XNAS,FCEL,-47.2,43169824,-32.7413399,0.140671707
7/16/19,XNAS,IDEX,-23.1,2393187,-23.76681614,2.242152466
7/18/19,XNAS,ADTN,-23.3,3144402,-23.99749373,2.756892231
7/18/19,XNAS,LIFE,-22.5,1080555,-22.92051756,1.663585952
7/18/19,XNAS,EGBN,-26.8,3576664,-24.06904577,2.30799069
7/19/19,XNAS,YGTY,-21.1,181035,-21.05263158,9.77443609
7/19/19,XNAS,CUR,-30.6,484331,-26.25,5.93125
7/22/19,XNAS,ADXS,-27.6,1357181,-27.55905512,0
7/22/19,XNAS,XBIO,-30.7,2734449,-41.1558669,5.078809107
7/22/19,XNYS,HEB,-20.8,312414,-21.75,1.0125
7/22/19,XNAS,YOGA,-71.3,,-35.23809524,4.761904762
7/23/19,XNAS,ITCI,-31.6,10018033,-31.17647059,0.756302521
7/23/19,XNAS,PIXY,-23.6,1010428,-23.63636364,0
7/23/19,XNYS,YUMA,-20.8,206178,-20.08547009,2.564102564
7/24/19,XNAS,RGLS,-34.8,1228902,-23.39175258,0
7/24/19,XNAS,PSTI,-25.1,4136176,-21.11111111,0
7/24/19,XNAS,MYSZ,-23.7,1854464,-23.20819113,0
7/24/19,XNYS,CEI,-25.3,4731168,-23.59550562,1.123595506
7/25/19,XNAS,FIXX,-20.1,1650950,-20.42914618,0.581135449
7/25/19,XNAS,YOGA,-33.4,19652542,-33.49111244,63.77072099
7/25/19,XNAS,WRLD,-24.9,699125,-23.7481408,0
7/29/19,XNAS,LXRX,-70.3,23337930,-31.57894737,1.214574899
7/29/19,XNAS,IPIC,-45,171844,-42.02898551,0
7/29/19,XNYS,SPN,-27,3455802,-24.27760252,2.195583596
7/29/19,XNYS,HOS,-21.5,454555,-21.50537634,0
7/31/19,XNAS,TWOU,-64.9,54443256,-32.66701736,0.473435034
7/31/19,XNYS,CSLT,-46.5,3640698,-25.80645161,0.921658986
7/31/19,XNAS,ALIM,-23.8,1953058,-30.98591549,0
7/31/19,XNAS,ORBC,-24.8,6632561,-21.86666667,1.333333333
7/31/19,XNAS,TTOO,-59,9028048,-28.04878049,0
7/31/19,XNYS,GMO,-25.9,3664845,-23.07692308,1.384615385
8/1/19,XNYS,SPN,-27.2,4767822,-24.12643678,0
8/1/19,XNAS,CFMS,-46,6088727,-20.32085562,0.534759358
8/1/19,XNAS,SLRX,-29.3,173725,-24.13793103,0.574712644
8/1/19,XNYS,NLS,-28,1546527,-20.11494253,4.022988506
8/2/19,XNAS,ACOR,-48.9,8252140,-43.63636364,1.090909091
8/2/19,XNYS,VAL,-25.8,18339396,-23.82397572,3.034901366
8/5/19,XNAS,TEDU,-22.8,198242,-21.23972603,8.219178082
8/5/19,XNYS,GNE,-28.8,719161,-23.33333333,0
8/5/19,XNAS,GLYC,-69.3,20627087,-31.37254902,0.490196078
8/5/19,XNAS,NCSM,-22.3,411215,-21.13207547,0.377358491
8/5/19,XNAS,DNJR,-28.2,179632,-23.30097087,0
8/6/19,XNAS,IPIC,-28.9,475466,-29.42583732,1.674641148
8/6/19,XNAS,MGEN,-28.9,625449,-31.0880829,2.07253886
8/6/19,XNAS,AVID,-36.7,3450147,-25.42579075,3.406326034
8/6/19,XNAS,ENDP,-21.1,12696200,-27.65273312,0
8/7/19,XNAS,REXN,-47.2,390871,-45.60669456,1.882845188
8/7/19,XNAS,SCOR,-33.1,2529703,-27.85714286,5
8/8/19,XNAS,AESE,-30.6,607783,-29.97748815,1.303317536
8/8/19,XNAS,VERI,-24.1,1574785,-25.28901734,1.011560694
8/8/19,XNAS,CLVS,-35,20785481,-24.87113402,0.128865979
8/8/19,XNAS,OPGN,-24.6,698708,-22.22222222,4.761904762
8/8/19,XNAS,AUTO,-25.8,191398,-25.80645161,0
8/8/19,XNYS,FTK,-29.2,2203723,-22.84644195,1.498127341
8/8/19,XNAS,MHLD,-21.2,595371,-21.23203285,0
8/8/19,XNAS,ZVO,-32.8,458849,-23.01136364,1.420454545
8/8/19,XNYS,SNMP,-69.3,4162900,-56.00862069,0
8/8/19,XNAS,GHSI,-27.2,423541,-26.30263158,0
8/8/19,XNYS,HZN,-26.7,426953,-25.05747126,0.689655172
8/9/19,XNAS,ENT,-24.3,946701,-24.36053593,0
8/9/19,XNAS,XELA,-47.8,1845046,-44.10480349,0
8/9/19,XNAS,REAL,-23.3,3736380,-21.88463232,1.717305152
8/9/19,XNAS,SQBG,-29.7,689985,-31.91489362,0
8/9/19,XNAS,FLNT,-37.8,2082607,-35.30655391,0.21141649
8/9/19,XNAS,WTRH,-49.7,11655792,-24.4,9.2
8/9/19,XNAS,VRAY,-54,26608009,-20.51282051,5.641025641
8/9/19,XNAS,MESA,-32.2,3117672,-26.44444444,1.111111111
8/9/19,XNAS,ASRT,-45.9,5255196,-46.09929078,2.836879433
8/9/19,XNYS,CISN,-32.5,6230652,-22.85382831,0.771461717
8/12/19,XNYS,SUPV,-58.7,18621394,-24.2206235,0.71942446
8/12/19,XNYS,BBAR,-55.9,6750974,-23.12138728,0
8/12/19,XNYS,CEPU,-55.9,4340714,-33.27702703,0.337837838
8/12/19,XNAS,MTC,-49.1,880666,-58.46153846,24.8
8/12/19,XNYS,PAM,-53.8,7041380,-23.34593573,0.189035917
8/12/19,XNYS,EDN,-59,773809,-23.37662338,0
8/13/19,XNYS,UNT,-23.2,4856897,-21.90201729,1.729106628
8/13/19,XNYS,BE,-42.5,19473737,-23.07692308,2.173913043
8/14/19,XNAS,REED,-29.3,1278070,-22.90909091,0.363636364
8/14/19,XNAS,PUYI,-23.7,405387,-20.73608618,4.078994614
8/14/19,XNAS,MGEN,-27.9,481501,-27.31896552,0
8/14/19,XNAS,DMAC,-34.7,347087,-27.09677419,0
8/14/19,XNAS,MTC,-45.5,2358407,-33.55481728,5.813953488
8/14/19,XNYS,CHRA,-37.7,106172,-26.66666667,0
8/15/19,XNAS,IPWR,-27,431418,-22.20787605,0
8/15/19,XNAS,HROW,-23.6,1669126,-22.25755167,4.13354531
8/15/19,XNYS,DF,-21.2,9052999,-22.40836633,0
8/15/19,XNAS,LMB,-42.7,935180,-27.21804511,12.78195489
8/19/19,XNAS,PSTV,-37.7,1523637,-29.46708464,7.36677116
8/20/19,XNAS,PSTV,-22.2,250470,-20.36405006,7.734926052
8/21/19,XNAS,ARTL,-32.5,102639,-34.62897527,0
8/22/19,XNAS,SNES,-21,594217,-21.61417323,7.086614173
8/22/19,XNAS,TRNX,-22.2,34821507,-30.43859649,15.78947368
8/23/19,XNAS,TC,-31.3,141651,-24.56647399,0
8/23/19,XNYS,RTW,-22.9,165892,-23.89937107,0.566037736
8/26/19,XNAS,CBAT,-20.5,182104,-20.98888889,0
8/26/19,XNAS,FFHL,-24.4,3640993,-30.94890511,7.591240876
8/27/19,XNAS,ARCI,-33.6,4602363,-25.55555556,71.11111111
8/27/19,XNAS,ATIS,-24.9,259250,-25.27472528,0.10989011
8/27/19,XNAS,DMTK,-23.9,109341,-23.07692308,0
8/27/19,XNAS,AIHS,-21.2,182291,-24.06097561,3.658536585
8/29/19,XNAS,SY,-33.5,3127536,-25.0509165,1.629327902
8/30/19,XNAS,AFYA,-30.2,1678473,-24.56079917,0.585601102
9/3/19,XNYS,NM,-24.5,314563,-21.80327869,0.132786885
9/3/19,XNAS,NSSC,-21.9,1307140,-20.34299231,0
9/5/19,XNAS,TNAV,-44.8,10327540,-45.01329535,1.519468186
9/10/19,XNAS,SONM,-46.7,1278791,-37.12374582,0
9/10/19,XNAS,FCEL,-33.8,57706065,-34.73570658,0.169517645
9/11/19,XNAS,SNDE,-22.2,114754,-24.29378531,0
9/11/19,XNAS,BRPAR,-45.7,180314,-45.71428571,0
9/12/19,XNAS,CLUB,-20.3,287389,-21.9123506,0
9/12/19,XNAS,ADVM,-50.3,25040226,-32.04104903,11.28848347
9/12/19,XNAS,CNTF,-39.6,359573,-24.48581099,1.562093205
9/17/19,XNAS,SNNA,-73.6,17824488,-52.78514589,0.795755968
9/17/19,XNYS,GBR,-26.7,757765,-21.70212766,2.127659574
9/17/19,XNAS,JFIN,-25.7,841901,-22.05638474,2.21116639
9/18/19,XNYS,MDR,-63.3,79443582,-62.30366492,2.966841187
9/18/19,XNYS,SSN,-40,,-29.07801418,39.47990544
9/19/19,XNYS,CRC,-29.5,20825566,-31.14299838,0.953136858
9/19/19,XNYS,MDR,-26.9,102008642,-28.82882883,1.351351351
9/19/19,XNYS,NSPR,-29.7,1432340,-32.46753247,16.88311688
9/20/19,XNAS,AEZS,-22.4,1146256,-20,4.375
9/20/19,XNAS,FRAN,-24.8,1034921,-24.3902439,1.490514905
9/20/19,XNAS,USAT,-34.8,7014545,-34.68586387,0.087696335
9/23/19,XNAS,IRIX,-23.4,838556,-22.66009852,0
9/23/19,XNAS,PSTV,-49.5,6791628,-72.63513514,8.108108108
9/24/19,XNAS,PT,-28.5,505264,-27.55555556,0
9/24/19,XNAS,SNNA,-22.5,5401827,-23.98648649,0
9/24/19,XNAS,UXIN,-20.1,3976687,-21.75438597,1.052631579
9/25/19,XNAS,TMDI,-42.7,1955050,-23.87096774,2.580645161
9/25/19,XNAS,VXRT,-37.8,6416603,-39,2
9/26/19,XNAS,CELGZ,-50.4,1354995,-54.03951613,0
9/26/19,XNAS,SWTX,-21.5,315498,-21.33891213,3.582008368
9/26/19,XNYS,EROS,-29.9,12718339,-24.62121212,0
9/26/19,XNAS,SNDL,-20.7,1950325,-22.74305556,0
9/26/19,XNYS,GTT,-21,1599472,-20.7253886,1.243523316
9/26/19,XNYS,PES,-23.1,,-23.07692308,0
9/27/19,XNAS,CNCE,-36.7,3086493,-36.74089069,1.214574899
9/27/19,XNAS,FORD,-23.5,257898,-23.83035714,0
9/27/19,XNAS,PIRS,-21.5,2099398,-21.1790393,0.720524017
9/27/19,XNAS,DEST,-24.4,3201197,-28.57142857,1.767857143
9/30/19,XNAS,MTFB,-38.5,1891729,-38.46153846,0
9/30/19,XNAS,TYME,-20.1,694613,-21.19205298,2.907284768
9/30/19,XNAS,OCGN,-70.7,3376355,-63.78653113,9.529860229
9/30/19,XNYS,NNVC,-21.2,123327,-21.4559387,0
10/1/19,XNAS,ALRN,-26.1,295850,-28.02149913,1.23474724
10/1/19,XNAS,CCRC,-30,358423,-30.43478261,0.248447205
10/1/19,XNAS,OCGN,-23.2,1106537,-32.40740741,0.308641975
10/1/19,XNAS,JFIN,-25.8,534884,-26.39714625,0
10/1/19,XNYS,FELP,-25.9,719942,-23.9,0
10/2/19,XNAS,CGIX,-25,,-22.19178082,0.410958904
10/2/19,XNAS,SVRA,-58.5,,-25.89928058,0
10/2/19,XNAS,ENLV,-27.9,,-24.96212121,3.333333333
10/2/19,XNAS,GRNQ,-20.6,,-22.10576923,0.961538462
10/3/19,XNAS,ENLV,-43.6,,-36.2599772,3.363740023
10/7/19,XNAS,SRNE,-25.5,,-28.51405623,16.86746988
10/8/19,XNAS,OCGN,-31.6,,-21.95121951,2.62195122
10/8/19,XNAS,RTTR,-28.7,,-28.68421053,0
10/8/19,XNAS,SCON,-57.6,,-71.28552496,16.33043734
10/10/19,XNYS,AAC,-20.2,,-20.2,5
10/10/19,XNAS,CETXP,-20,,-23.77647059,0
10/10/19,XNAS,GNPX,-22.9,,-22.24193548,0
10/10/19,XNAS,CTXR,-21.1,,-22.41935484,1.612903226
10/14/19,XNAS,LKCO,-29.1,,-29.71428571,0
10/15/19,XNAS,BIMI,-35.3,,-47.61476148,8.01080108
10/15/19,XNAS,SES,-51,,-38.38709677,3.605806452
10/16/19,XNAS,CBLI,-20.1,,-20.11764706,0
10/17/19,XNAS,BNGO,-51.6,,-31.68316832,14.85148515
10/17/19,XNAS,WTRH,-44.5,,-38.34,0
10/21/19,XNAS,LTBR,-26.9,,-32.79301075,0
10/21/19,XNAS,ATIS,-27.4,,-22.56097561,0
10/21/19,XNAS,DEST,-46.6,,-47.05882353,0
10/22/19,XNAS,ONTX,-22.6,,-21.94545455,0
